API Well Number,County,Company Name,API Hole Number,Sidetrack,Completion,Well Type,Production Field Name,Well Status,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl",Reporting Year,Location 1
31013201370000,13,Great Lakes Energy Partners,20137,0,0,GD,Lakeshore,AC,"Johnson, H #2",Chautauqua,Medina,12,4290,22,1993,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31029099380000,29,"Brierwood Village, Inc.",9938,0,0,GD,Orchard Park-Hamburg,PA,Bethlehem Steel 4,Hamburg,Medina,11,1267,0,1987,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31009167860000,9,Eastern American Energy Corp.,16786,0,0,GD,Lakeshore,AC,Andrews 1,Randolph,Medina,12,1706,0,1995,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31037196480000,37,United States Gypsum Co.,19648,0,0,GD,Huron Creek,AC,Radziwon #1,Pembroke,Medina,12,4183,0,1991,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31051161900000,51,"Lenape Resources, Inc.",16190,0,0,GD,Uhley Corners-Caledonia,AC,Deuel 132,York,Medina,12,1457,80,1990,"York, NY
(43.20406110900046, -76.93921900099963)"
31013157570000,13,"Stedman Energy, Inc.",15757,0,0,GD,Lakeshore,AC,Rose#1,Ellery,Medina,12,1036,0,1996,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31037175850000,37,"New York Gas & Oil Co, Inc.",17585,0,0,GD,Alden-Lancaster,AC,Hersee 5,Darien,Medina,12,9078,10,1992,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013125810000,13,"Stedman Energy, Inc.",12581,0,0,GD,Lakeshore,AC,NYSRA #4-5,Harmony,Medina,0,0,0,1990,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31029224710000,29,"Matrix Energy Development, Inc.",22471,0,0,GD,Sardinia,AC,"Carlsen, A #1",Sardinia,Medina,3,4844,20,1994,"Sardinia, NY
(42.540873304000456, -78.51533735199968)"
31013148860000,13,Belden & Blake Corporation,14886,0,0,GD,Lakeshore,AC,Breads 611,Westfield,Medina,11,6200,84,1988,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31009219390000,9,Great Lakes Energy Partners,21939,0,0,GD,Lakeshore,UN,"Ennis, G #3",Leon,Medina,12,13338,0,1993,"Leon, NY
(42.29338150400048, -79.01635918699964)"
31009201780000,9,Fault Line Oil Corp.,20178,0,0,GD,Chaffee-Arcade,AC,Kody William Unit 1,Yorkshire,Medina,12,2182,0,1992,"Yorkshire, NY
(42.530221532000496, -78.47539655699967)"
31013184480000,13,Dannic Energy Corp.,18448,0,0,GD,Lakeshore,AC,R Campbell Unit #1,Carroll,Medina,12,326,0,1994,"Carroll, NY
(42.01751177700049, -78.34077780999968)"
31013028600000,13,Seneca Resources Corp.,2860,0,0,GD,Lakeshore,AC,"Williams, S. #1885-I",Sheridan,Medina,12,7546,84,1991,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013198460000,13,"Lenape Resources, Inc.",19846,0,0,GD,Lakeshore,AC,Hanson/Parker #292,Ellery,Medina,10,899,0,1996,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31013148060000,13,Belden & Blake Corporation,14806,0,0,GD,Lakeshore,AC,Westfeild Watershed #3,Chautauqua,Medina,5,5341,68,1994,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31009176380000,9,Transfuel Resources Co.,17638,0,0,GD,Little Valley,PA,"Maida, K 1",Little Valley,Medina,0,0,0,1992,"Little Valley, NY
(42.249153203000446, -78.79836631999967)"
31003159300000,3,Benson Oil Co.,15930,0,0,GD,Ceres,IN,Fee #1,Genesee,Richburg,0,0,0,1987,"Genesee, NY
(43.000940528000456, -78.19369403499968)"
31121172820000,121,United States Gypsum Co.,17282,0,0,GD,Danley Corners,AC,Dahler #1,Bennington,Medina,12,2110,20,2000,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31013150270000,13,"Desert Gas Exploration, Inc.",15027,0,0,GD,Lakeshore,AC,Bender #2,Charlotte,Medina,11,8643,15,1987,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31013177100000,13,Great Lakes Energy Partners,17710,0,0,GD,Lakeshore,AC,"Redlecki, J 2",French Creek,Devonian Shale,12,3432,532,1990,"French Creek, NY
(42.0678276910005, -79.70365587199967)"
31013107560000,13,Belden & Blake Corporation,10756,0,0,GD,Lakeshore,AC,Suppo 73,Portland,Medina,12,2820,0,1989,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013137690000,13,Belden & Blake Corporation,13769,0,0,GD,Lakeshore,AC,Zennes 561,Chautauqua,Medina,12,2252,53,1994,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31009193380000,9,"Chautauqua Energy,  Inc.",19338,0,0,GD,Lakeshore,AC,Nenno 2,Dayton,Medina,9,282,,2000,"Dayton, NY
(42.41671428500047, -78.97703918699966)"
31013198730000,13,"Chautauqua Energy,  Inc.",19873,0,0,GD,Lakeshore,AC,Riedesel 3,Westfield,Medina,12,2139,0,1997,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31009169060000,9,Great Lakes Energy Partners,16906,0,0,GD,Ellicotville,AC,"Ploetz E, #7",Ellicottville,Medina,12,11,0,1999,"Ellicottville, NY
(42.27552136300045, -78.67174645199964)"
31013178510000,13,"Rodgers, Clyde B.",17851,0,0,GD,Lakeshore,AC,Crumb 1,Cherry Creek,Medina,12,0,0,1997,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013143130000,13,Great Lakes Energy Partners,14313,0,0,GD,Lakeshore,AC,"Glasser,J 1",Ripley,Medina,7,632,0,1992,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013167960000,13,Great Lakes Energy Partners,16796,0,0,GD,Lakeshore,AC,"Damcott,C 3",Clymer,Medina,0,0,0,1997,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013118690000,13,Belden & Blake Corporation,11869,0,0,GD,Lakeshore,AC,Wilson 390,Chautauqua,Medina,12,5519,15,1988,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013145480000,13,Belden & Blake Corporation,14548,0,0,GD,Lakeshore,AC,Mansfield 585,Westfield,Medina,12,23302,97,1987,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013186030000,13,"Shelex Drilling, Inc.",18603,0,0,GW,Lakeshore,AC,Strata Unit1,Charlotte,Medina,12,2862,0,1997,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31037174890000,37,"New York Gas & Oil Co, Inc.",17489,0,0,GD,Alden-Lancaster,AC,Big Hill H&F Club 1,Darien,Medina,0,0,0,1991,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31029187100000,29,"New York Gas & Oil Co, Inc.",18710,0,0,GD,Alden-Lancaster,AC,E Kazmark #1,Alden,Medina,,0,,2000,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31029192250000,29,Eden Central School District,19225,0,0,GD,Brant-Eden,AC,Eden Cen Sch.Unit 1,Eden,Medina,12,1728,18,1997,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31009182770000,9,Eastern American Energy Corp.,18277,0,0,GD,Lakeshore,AC,Brown R #2,Randolph,Medina,12,1693,0,1998,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31013182290000,13,"Bensely, Carole J. &",18229,0,0,GD,Lakeshore,AC,Brown Unit 4,Cherry Creek,Medina,12,0,0,1998,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31121208500000,121,United States Gypsum Co.,20850,0,0,GD,Sheldon,AC,"Perl, B & E #1",Sheldon,Medina,12,3087,110,2000,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31029072690000,29,"Weil Resources, Inc.",7269,0,0,GD,Lakeview,AC,Mollnar Fabian 1,Evans,Medina,6,5361,0,1991,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013115140000,13,Belden & Blake Corporation,11514,0,0,GD,Lakeshore,AC,Swanson 330,Stockton,Medina,7,486,0,1991,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31029184340000,29,"Stedman Energy, Inc.",18434,0,0,GD,Brant-Eden,AC,Decarlo 1,Brant,Medina,12,818,0,1995,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31037174830000,37,"New York Gas & Oil Co, Inc.",17483,0,0,GD,Alden-Lancaster,AC,Buckenmeyer 1,Darien,Medina,11,6411,1,1991,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31121162720000,121,United States Gypsum Co.,16272,0,0,GD,Sheldon,AC,"Kerwin, J. #2",Sheldon,Medina,6,3839,0,1987,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31051153720000,51,"Westmin Resources,  Inc.",15372,0,0,GW,Hunt Hollow,PA,Cramer 1,Ossian,Medina,0,0,0,1989,"Ossian, NY
(42.5211787020005, -77.77943609299967)"
31121211450000,121,United States Gypsum Co.,21145,0,0,GD,Danley Corners,AC,Breissinger #2,Bennington,Medina,12,2527,0,1993,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31013137940000,13,"Chautauqua Energy,  Inc.",13794,0,0,GD,Lakeshore,IN,Nocek 1,Sheridan,Medina,0,0,0,1995,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013184520000,13,"Peek'n Peak Recreation, Inc.",18452,0,0,GD,Lakeshore,SI,"Phelps, C #1",French Creek,Medina,0,0,0,1997,"French Creek, NY
(42.0678276910005, -79.70365587199967)"
31029163000000,29,"Stedman Energy, Inc.",16300,0,0,GD,Brant-Eden,AC,Rizzo 1,Eden,Medina,9,4740,0,1986,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013103320000,13,Belden & Blake Corporation,10332,0,0,GD,Lakeshore,AC,Smith 51,Ripley,Medina,11,1525,18,1994,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029142620000,29,L. W. Resources,14262,0,0,GD,Akron,AC,Thayer 1,Newstead,Medina,11,2691,0,1993,"Newstead, NY
(42.96042359900048, -78.52367565699967)"
31013182610000,13,Great Lakes Energy Partners,18261,0,0,GD,Lakeshore,AC,"Brainard,E 1",Ellington,Medina,12,1297,0,1996,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31009172050000,9,Great Lakes Energy Partners,17205,0,0,GD,Lakeshore,AC,"Lindquist, H #1",Conewango,Medina,10,2813,32,1991,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31029082320000,29,Seneca Resources Corp.,8232,0,0,GD,Orchard Park-Hamburg,AC,Dambach #700-I,Orchard Park,Medina,12,878,0,1993,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31009209080000,9,Fault Line Oil Corp.,20908,0,0,GE,Ashford,AC,Miller #1,Ashford,Medina,12,2174,,2000,"Ashford, NY
(42.32096445800045, -78.60733561199964)"
31013211830000,13,Great Lakes Energy Partners,21183,0,0,GD,Lakeshore,AC,"Sprague, R #2",Poland,Medina,10,4722,14,1993,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013029550000,13,"Crossley, Robert L",2955,0,0,GW,Mud Creek,AC,Marsh Ellis 1,Poland,Medina,12,8,0,1991,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013105310000,13,"Lenape Resources, Inc.",10531,0,0,GD,Lakeshore,AC,Campbell Eva 1,Stockton,Medina,12,630,0,1995,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013182290000,13,"Bensely, Carole J. &",18229,0,0,GD,Lakeshore,AC,Brown Unit 4,Cherry Creek,Medina,12,0,0,1994,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31099195530000,99,"Columbia Natural Resources, Inc.",19553,0,0,GD,Fayette-Waterloo,AC,Karlsen 4 (4101),Varick,Queenston,12,12457,0,1988,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31029098230000,29,"Weil Resources, Inc.",9823,0,0,GD,Orchard Park-Hamburg,AC,Johnston 1,Hamburg,Medina,10,3964,1,1990,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31121182300000,121,United States Gypsum Co.,18230,0,0,GD,Danley Corners,AC,Pfaff #1,Bennington,Medina,12,572,0,1999,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31029144340000,29,"Frey Well Drilling, Inc.",14434,0,0,GD,Buffalo Creek,IN,Rebilas 1,Marilla,Medina,0,0,0,1994,"Marilla, NY
(42.83851105500048, -78.55520668799966)"
31013155730000,13,"Cotton Well Drilling Co., Inc.",15573,0,0,GD,Lakeshore,AC,Houck #3,Arkwright,Medina,12,1,,2000,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013169770000,13,Great Lakes Energy Partners,16977,0,0,GD,Lakeshore,AC,"Harrington, L #1a",Chautauqua,Medina,12,2480,0,1998,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013189040000,13,KCS Lenape Resources Corp.,18904,0,0,GD,Lakeshore,PA,Johnson/Love #1-242,Ellery,Medina,10,228,0,1993,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31009180870000,9,"Texas Keystone, Inc.",18087,0,0,GD,Lakeshore,AC,L Studley #1,Otto,Medina,12,4489,0,1998,"Otto, NY
(42.356452499000454, -78.83082631199966)"
31009165410000,9,"Rupp, Elsworth & Harriett",16541,0,0,GD,Lakeshore,AC,Rupp 2,Perrysburg,Medina,12,115,0,1987,"Perrysburg, NY
(42.45647196700048, -79.00313937799967)"
31029104760000,29,"Zoladz, Estelle T",10476,0,0,GD,Lakeview,AC,Zoladz 1,Evans,Medina,12,196,0,1999,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013135770000,13,"Nornew, Inc.",13577,0,0,GD,Lakeshore,AC,Fuller 20599,Harmony,Medina,10,3780,50,1991,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013197840000,13,"Lenape Resources, Inc.",19784,0,0,GD,Lakeshore,AC,McNallie #2-280,Ellery,Medina,12,870,40,1999,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31037196670000,37,United States Gypsum Co.,19667,0,0,GD,Huron Creek,AC,Bauer #2,Alexander,Medina,12,9050,28,1988,"Alexander, NY
(42.901733899000476, -78.25626928699967)"
31013217830000,13,Seneca Resources Corp.,21783,0,0,GD,Lakeshore,AC,NYSRA #14-2 #7313,Busti,Medina,12,8511,50,1993,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31121139190000,121,"Ricotta, Anthony P.",13919,0,0,GD,Leicester,AC,Labin 1,Warsaw,Medina,12,0,0,1997,"Warsaw, NY
(42.74022445300045, -78.13319554399965)"
31013116360000,13,Belden & Blake Corporation,11636,0,0,GD,Lakeshore,AC,Berger 288,Chautauqua,Medina,1,12,0,1989,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31051174280000,51,"Anderson, Floyd E.",17428,0,0,GD,Uhley Corners-Caledonia,AC,Fee 1,York,Medina,12,2923,0,1986,"York, NY
(43.20406110900046, -76.93921900099963)"
31029660140000,29,Romolo Realty Corp.,66014,0,0,GD,Orchard Park-Hamburg,AC,Hamburg-1,Hamburg,Medina,0,3025,8,1991,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31013226090000,13,Great Lakes Energy Partners,22609,0,0,GD,Lakeshore,AC,"Lyon, R #1",Clymer,Medina,12,11404,0,1998,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31121176230000,121,United States Gypsum Co.,17623,0,0,GD,Sheldon,AC,"Martin, P. #1",Sheldon,Medina,7,323,0,1993,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31013183910000,13,"Kastle Resources Enterprises, Inc.",18391,0,0,GD,Lakeshore,AC,Carpenter #1,Ellington,Medina,8,2916,0,1991,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31051173750000,51,"Lenape Resources, Inc.",17375,0,0,GD,Uhley Corners-Caledonia,AC,Doolittle 166,York,Medina,11,1098,0,1998,"York, NY
(43.20406110900046, -76.93921900099963)"
31013178650000,13,"Universal Resources Holdings , Inc.",17865,0,0,GD,Lakeshore,AC,Best 3,Ripley,Medina,12,2005,0,1993,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029223780000,29,Great Lakes Energy Partners,22378,0,0,GD,Lakeview,AC,Petch A #1,Evans,Medina,6,7236,160,1993,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013118940000,13,Great Lakes Energy Partners,11894,0,0,GD,Lakeshore,AC,Vandette 419,Stockton,Medina,11,1911,1,1995,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31029034470000,29,Iroquois Gas Corp.,3447,0,0,GD,Colden,UN,Richle C 1,Colden,Medina,,,,2000,"Colden, NY
(42.64848076400045, -78.68738691599964)"
31009164240000,9,"Texas Keystone, Inc.",16424,0,0,GD,Lakeshore,AC,Baird #1,Persia,Medina,12,853,0,1998,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31121138910000,121,"GFS Energy, Inc.",13891,0,0,GD,Leicester,AC,Shearing 1,Perry,Medina,12,4355,0,1994,"Perry, NY
(42.719613163000474, -78.00549933199966)"
31013027400000,13,Seneca Resources Corp.,2740,0,0,GD,Lakeshore,AC,Cross(Sharp)#1941-I,Sheridan,Medina,12,9040,40,1998,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013137100000,13,Belden & Blake Corporation,13710,0,0,GD,Lakeshore,PA,Brisky #1,Sheridan,Medina,0,0,0,1988,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31037161790000,37,United States Gypsum Co.,16179,0,0,GD,Indian Falls,AC,Dickens #1,Batavia,Medina,12,684,0,1992,"Batavia, NY
(42.99836355800045, -78.18823639699963)"
31029649130000,29,"Weil Resources, Inc.",64913,0,0,GD,East Aurora,AC,Fee #4,Aurora,Akron,12,1393,0,1996,"Aurora, NY
(42.75771390300048, -76.70292830999966)"
31003071310000,3,Richardson Petroleum Corp.,7131,0,0,GD,Beech Hill-Independence,AC,# 3 L. Potter,Independence,Fulmer Valley,0,0,0,1993,"Independence, NY
(42.088116312000466, -77.78137991299968)"
31013209510000,13,"Pefley Oil & Gas, Inc.",20951,0,0,GD,Lakeshore,IN,Wiltsie Unit 1,Carroll,Medina,6,616,2,1995,"Carroll, NY
(42.01751177700049, -78.34077780999968)"
31003190960000,3,"Vandermark Exploration, Inc.",19096,0,0,GD,Gordon Brook,IN,C. Maybee 1,Scio,Oriskany,1,0,62,1992,"Scio, NY
(42.17333134500046, -77.98390995499966)"
31051161860000,51,"Lenape Resources, Inc.",16186,0,0,GD,Uhley Corners-Caledonia,AC,Weewood 86,Caledonia,Medina,12,3722,0,1988,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31051158490000,51,"Swyers, T. Joseph",15849,0,0,GW,Hunt Hollow,AC,Schramm Farms 1a,Ossian,Medina,10,0,0,1999,"Ossian, NY
(42.5211787020005, -77.77943609299967)"
31037205780000,37,United States Gypsum Co.,20578,0,0,GD,Bethany,AC,Lor-Rob Dairy Farms 13 (6802),Bethany,Medina,11,525,52,1995,"Bethany, NY
(42.91424359000047, -78.19239885099967)"
31009145010000,9,"Texas Keystone, Inc.",14501,0,0,GE,Lakeshore,IN,Inman(Babcock)#1690-I,Persia,Medina,11,1704,0,1987,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31013118050000,13,Belden & Blake Corporation,11805,0,0,GD,Lakeshore,AC,Cherry 1280,Dunkirk,Medina,7,2292,108,1996,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31013164670000,13,"Kastle Resources Enterprises, Inc.",16467,0,0,GD,Lakeshore,AC,Bentley #1,Ellington,Grimsby,12,891,0,1994,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31029127190000,29,"Stedman Energy, Inc.",12719,0,0,GW,Elma,AC,Berner William #1,Elma,Medina,12,4644,,2000,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31013157770000,13,Great Lakes Energy Partners,15777,0,0,GD,Lakeshore,AC,NYSRA #3-3,Chautauqua,Medina,12,5223,0,1987,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31029184920000,29,"Stedman Energy, Inc.",18492,0,0,GD,Brant-Eden,IN,Mecca D 2,Evans,Medina,0,0,0,1996,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013115040000,13,Belden & Blake Corporation,11504,0,0,GD,Lakeshore,AC,Austin 350,Arkwright,Medina,12,332,0,1996,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31069154410000,69,Brock-Acres Farm,15441,0,0,GD,East Bloomfield,AC,Fee 1,East Bloomfield,Medina,0,0,0,1985,"East Bloomfield, NY
(42.8970310410005, -77.44275974599964)"
31037029320000,37,Seneca Resources Corp.,2932,0,0,GD,Alden-Lancaster,AC,Schwartz #1835-I,Pembroke,Medina,12,2960,0,1989,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31013113370000,13,Belden & Blake Corporation,11337,0,0,GD,Lakeshore,AC,Fox 264,Portland,Medina,12,960,0,1998,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31037194510000,37,United States Gypsum Co.,19451,0,0,GD,Indian Falls,AC,Call Lands #2,Pembroke,Medina,12,1016,0,1993,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31029197700000,29,"New York Gas & Oil Co, Inc.",19770,0,0,GD,Alden-Lancaster,AC,Choate/Smith 4,Alden,Medina,0,0,0,1988,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31003603420000,3,"Alma Gas, Inc.",60342,0,0,GD,Sharon,UN,NFG (Jones) #2088,Alma,Upper Devonian,11,197,2,1994,"Alma, NY
(42.01271066300046, -78.05476991799964)"
31013125920000,13,"Stedman Energy, Inc.",12592,0,0,GD,Lakeshore,AC,NYSRA #13-7,Harmony,Medina,10,1190,0,1991,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31029627820000,29,"Aurora, Town of",62782,0,0,GD,East Aurora,IN,Major #2,Aurora,Medina,12,1854,0,1997,"Aurora, NY
(42.75771390300048, -76.70292830999966)"
31051153790000,51,"Westmin Resources,  Inc.",15379,0,0,DH,Hunt Hollow,PA,Schramm Farms 1,West Sparta,None Specified,0,0,0,1985,"West Sparta, NY
(41.144562222000445, -73.86427798599965)"
31099214040000,99,"Columbia Natural Resources, Inc.",21404,0,0,GD,Fayette-Waterloo,AC,Jenson 1247,Fayette,Queenston,11,3389,0,1994,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31037106060000,37,"Reserve Gas Co., Inc.",10606,0,0,GD,Alden-Lancaster,AC,Cieszki 1,Darien,Medina,12,315,0,1990,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31121155690000,121,"GFS Energy, Inc.",15569,0,0,GD,Leicester,AC,Wheeler #1,Perry,Medina,11,5084,30,1994,"Perry, NY
(42.719613163000474, -78.00549933199966)"
31029201500000,29,"Stedman Energy, Inc.",20150,0,0,GD,Brant-Eden,AC,Ciminesi 1,Brant,Medina,12,4743,215,1993,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31013182580000,13,Great Lakes Energy Partners,18258,0,0,GD,Lakeshore,AC,"Beckerink,R 3",Clymer,Medina,12,3765,0,1997,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013119150000,13,Great Lakes Energy Partners,11915,0,0,GD,Lakeshore,AC,Miller 441,Charlotte,Medina,11,1720,21,1995,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31029191850000,29,"Eclipse Energy Company, LLC",19185,0,0,GD,Brant-Eden,AC,Zulawski 1,Eden,Medina,12,3839,0,1987,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013130580000,13,"Dunkirk Ice Cream Co.,  Inc.",13058,0,0,GD,Lakeshore,PA,Flint 1136-C,Dunkirk City,Medina,12,2367,0,1986,"Dunkirk City, NY
(42.487243753000485, -79.33577835999967)"
31013144530000,13,Great Lakes Energy Partners,14453,0,0,GD,Lakeshore,AC,Chautauqua Inst 4,Chautauqua,Medina,12,0,0,1998,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013145910000,13,"Moon Brook Country Club, Inc.",14591,0,0,GD,Lakeshore,AC,"Moonbrook,Cc 1",Ellicott,Medina,12,369,0,1997,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31099040640000,99,"Columbia Natural Resources, Inc.",4064,0,0,GW,Fayette-Waterloo,AC,Dewall 1 (796-1),Fayette,Queenston,12,18290,0,1987,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31051205750000,51,"Lenape Resources, Inc.",20575,0,0,GD,Avon,AC,Steele 4,Avon,Medina,12,3189,0,1993,"Avon, NY
(42.91258218200045, -77.74701633399968)"
31013192350000,13,Great Lakes Energy Partners,19235,0,0,GD,Lakeshore,AC,"Kauffman, H #1",Clymer,Medina,12,6168,450,1993,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31029636160000,29,National Fuel Gas Supply Corp.,63616,0,0,GD,North Collins,IN,Fee (Belscher) #1162,North Collins,Medina,7,2020,0,1994,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31009176060000,9,Great Lakes Energy Partners,17606,0,0,GD,Lakeshore,AC,"Miller, J #1",Conewango,Medina,12,14323,0,1993,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31013113700000,13,"Dawley, Sandra L.",11370,0,0,GD,Lakeshore,PA,Ryder #1,Arkwright,Medina,0,0,811,1988,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31029218380000,29,"New York Gas & Oil Co, Inc.",21838,0,0,GD,North Collins,IN,Hoffman H. #1,North Collins,Medina,1,94,145,1990,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31029144550000,29,"Schreiner Oil & Gas, Inc.",14455,0,0,GD,East Aurora,IN,Vigneron #1-834,Aurora,Medina,0,0,0,1985,"Aurora, NY
(42.75771390300048, -76.70292830999966)"
31013184140000,13,"Lenape Resources, Inc.",18414,0,0,GD,Lakeshore,AC,Park 723,Mina,Medina,4,23,2,1995,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31013123380000,13,Great Lakes Energy Partners,12338,0,0,GD,Lakeshore,AC,Nobbs 2,Portland,Medina,12,771,0,1992,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013126030000,13,Belden & Blake Corporation,12603,0,0,GD,Lakeshore,AC,Nickerson 508,Chautauqua,Medina,12,1918,0,1999,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31101194970000,101,"Columbia Natural Resources, Inc.",19497,0,0,GW,Glodes Corners Road,AC,Evangelos 21436-T,Pulteney,Black River,0,0,0,1989,"Pulteney, NY
(42.52738105900045, -77.16547871399968)"
31013191970000,13,"Kastle Resources Enterprises, Inc.",19197,0,0,GD,Lakeshore,AC,Schweiger 1,Cherry Creek,Medina,12,2490,0,1996,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013114720000,13,Belden & Blake Corporation,11472,0,0,GD,Lakeshore,AC,Christy Farms 1225,Sheridan,Medina,4,1081,5,1994,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31029646510000,29,"Elf Atochem North America, Inc.",64651,0,0,GD,Buffalo,NR,Lucidol Fee 2,Tonawanda,Medina,12,397,0,1995,"Tonawanda, NY
(43.01883193200047, -78.88636737499968)"
31029152710000,29,L. W. Resources,15271,0,0,GD,Brant-Eden,AC,Vincent Decarlo-1,Brant,Medina,12,200,,2000,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31099195350000,99,Columbia Natural Resources  LLC,19535,0,0,GD,Fayette-Waterloo,AC,Johnson 1 (4100),Fayette,Queenston,12,6379,0,1995,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
